,Virginia,California,Florida,New Jersey,Texas,New York,Colorado,Massachusetts,Nevada,Arizona,Oregon,North Carolina,the District of Columbia,Washington,Wisconsin,Hawaii,Utah,Michigan,South Carolina,Minnesota,Tennessee,Georgia,New Hampshire,Illinois,Vermont,Iowa,Missouri,Maryland,Rhode Island,Indiana,Montana,Wyoming,Pennsylvania,Oklahoma,West Virginia,Delaware,Alabama,Connecticut,Ohio,Kansas,South Dakota,Idaho,North Dakota,Nebraska,Mississippi,New Mexico,Arkansas,Alaska,Louisiana,Kentucky,Maine
2006-03-01,247766.01373953398,469913.0545610017,235100.63748043295,342296.9605759874,129724.42747176615,235377.853055878,230168.80752954228,365030.087167556,333622.8192631497,270021.6388582291,238451.43338755573,148270.58661494203,354921.367171733,282200.66853511473,167101.35177564237,407813.760569818,189852.08146056184,138027.25589116363,141867.40611911425,203412.6175069668,125762.70266995208,153614.00995650617,253258.51116964093,183668.07222225532,182525.68846421878,102221.7645865531,124703.00065893868,309081.8398470948,298935.63855982246,110645.64438953831,159410.9479796492,171062.95413323105,148532.38863486412,92265.5738401033,83773.31820263773,239167.0980290072,107050.02038370435,305466.3416414338,125457.45751520665,91528.84852927113,120977.50764859444,172137.09085750917,,124843.88320302744,95322.12052670812,162471.7938933855,106380.60859589429,209253.96178144726,129791.37599499151,106841.93993146159,190365.18852273736
2006-04-01,249663.2352304662,472587.9068114451,238965.08108871686,345086.69030111836,130121.53677878542,236565.00559275763,230434.52992986646,364724.4601668347,335974.1248937238,274597.5000221107,241715.59530844714,149034.08137185712,357633.1512441455,286088.1271749806,167486.8080509534,412904.445529871,191692.10889893142,138015.25811027613,142938.99187680928,203765.75242025324,126488.06561617868,154103.5306144906,253510.85596039167,184599.8263939533,183809.2132294996,102405.07235241814,125025.5342662721,312576.0670939992,300722.4547881652,110628.43669561564,160765.58013633813,172316.57408825494,149417.5477602304,92710.63031434675,83700.64758911773,241369.14209110313,107930.809858601,307004.4789673236,125622.93730747649,91821.4197519147,121186.31597080611,174673.28410353395,,125257.42588840536,96175.29354213689,164439.45324484017,106927.22211701772,209758.4044729115,130985.94210662409,107125.94504936093,190283.0485400509
2006-05-01,251066.75899566725,475246.0210725043,242669.6303282863,347730.48928208114,130664.43354482738,237686.5917351262,230943.84459159945,364490.06834230036,338628.1618791103,277627.96433118306,245375.31950235492,149863.5290191309,359856.3469737962,290011.6706232862,167806.06872827568,416110.986901591,193685.34086488115,137894.7655469006,143973.6932066536,204011.74590438278,127211.85603147496,154570.10607516713,254004.49800165338,185543.2035545522,185111.17392695454,102601.35742383303,125336.23161275063,316110.2475512543,301834.6288576419,110744.61380099878,162066.21432817794,173938.20388322332,150408.08757366138,93097.54755792533,83907.22496605762,243368.27252426674,108801.98389289338,308973.39677189145,125791.9337047744,92083.63057889843,121471.73108776391,177363.00343121923,,125668.73075291493,96848.99658925965,166423.82813216935,107450.17426039581,210903.8310068123,131909.40946527326,107385.62148909265,190293.5237379849
2006-06-01,252061.1105494846,477084.09910708555,245774.25432454678,350032.7859168968,131266.13402957187,238844.8747611367,231410.52941767033,363927.3721290627,339819.7782657173,279304.0490571935,249366.56358168856,150691.15133348366,360953.6723767828,293714.5213408952,168062.65140995535,418827.62474451074,196208.74660674468,137692.10140835485,145118.9384929265,204271.06119803802,127955.68736048792,155076.70575149325,254388.32781945865,186226.2277602347,186221.20002411702,102810.59580861242,125655.27403090104,319144.9837866885,302259.8724991411,111123.4685125287,163386.37347696154,175753.083321359,151492.74750559367,93448.5872113855,84220.37569139445,244978.4511407699,109636.35179891104,310143.05078748986,125943.55010562192,92335.94279781984,121867.00893529707,180692.91677655154,,125956.09305215575,97511.79212959095,168511.33579290894,107957.8207999228,212243.48356910018,132697.48142339327,107616.74466395496,190154.91416533795
2006-07-01,252940.04555388168,477765.512328654,247907.94145556193,351556.64182057715,131866.17179549925,239929.6427923493,231693.19542944804,362361.1272011383,340151.3243078993,279641.12951147184,253088.60749539136,151535.0658509489,360799.020670499,297130.1240940648,168224.2960937108,420867.5819387886,199330.1561440739,137457.70515657778,146301.01639947997,204299.66251771213,128705.53250081999,155610.3079459188,254164.1116826347,186746.79388584764,187298.4093204597,103063.77113089537,125982.03461919508,321863.53259907936,301680.8521029027,111570.13129296676,164653.00621522983,177675.99964746612,152496.82709167592,93797.10725469624,84530.59487710476,246456.81328686804,110412.48577454337,310956.72446222504,126079.11086840736,92597.35198493449,122389.99607952831,183173.1793713679,,126199.75471102179,97979.74800490402,170336.7465407667,108438.94369900013,213749.86833719152,133349.03704238776,107819.70035100682,189963.6482592936
2006-08-01,253515.8859090477,477769.9371694841,249310.37334218202,352248.5435535754,132399.26433504393,240900.51390608284,231950.35259395107,360365.43166511314,339836.2825683365,278820.2689986213,256418.64469202538,152401.641896327,360319.1684123447,300226.64185392397,168403.50112636402,422701.58504585276,202797.5032083922,137179.4994601167,147374.1800302529,204178.10959272363,129470.36747046305,156161.99319757658,253908.48175920467,187135.49840478203,188377.31053197826,103333.5218728422,126275.33754970133,324006.1295131438,300698.0379630312,111999.01012562627,165946.92201817431,179151.2873776208,153309.26155429697,94136.92573417223,84783.47974315828,247775.17805518486,111212.72972422194,311250.1248350761,126166.76710996924,92940.2016486699,122728.26262557362,185326.99694629677,,126293.36695134803,98681.50240335653,172210.45005240315,108890.47189924342,215474.47715013803,134083.03542702706,108016.4601761648,189954.8222539962
2006-09-01,253602.16059480186,476745.06400533346,249899.0831868503,352347.53149227187,132966.15913425878,241528.94372930183,232006.80371729145,357942.2023687405,339143.226957803,277036.4911465208,258538.19814362456,153239.494435397,359686.65529797383,302958.65066808613,168669.070872276,424603.28641767224,206212.40967482203,136872.2413404569,148291.13129491417,203814.8667045484,130174.78307588056,156655.30658216038,253497.55182793594,187446.94927317137,189369.91434488958,103595.25650242488,126578.27753773004,325403.06397088495,299076.6262539167,112332.34130869259,167034.5402734821,180447.53645277108,153875.54337532894,94431.81518599235,85066.61567413769,248912.99172069723,111910.29183094949,311307.8188180113,126197.50058550488,93213.92192982497,123052.17186202157,187132.2781063187,,126408.93565013802,99419.84017003009,173996.60041953507,109333.58931150398,217388.42787693618,134724.96608563612,108284.18465396354,190213.3229778622
2006-10-01,253317.78073977144,475578.03666702675,249874.7141342859,351917.1429619457,133666.33631153553,241990.19290054543,231920.45830831342,355771.63234828174,337853.4494437377,275739.27570820204,260087.09336638148,154008.4373295164,358656.4488664413,305295.2240181488,168990.4423425291,425346.81907853065,209300.94052750265,136522.26378274115,149049.06770697227,203524.1724201881,130836.39733759353,157090.58701648007,252773.57083170838,187693.16901618638,190376.84913071463,103838.9838462675,126909.45146630773,325852.3364274935,297414.2349838352,112726.83125627747,168086.54213723095,181778.45066882006,154316.40843770714,94728.18702896853,85456.82590103631,250088.86054519634,112530.43931011477,310997.1213394298,126178.96841078946,93497.3030962069,123201.1296088621,187107.01834596868,,126557.85892496297,100330.8229421478,175729.8259641965,109670.60699000077,219184.44641932534,135310.35717223096,108575.11791486514,190734.2786419846
2006-11-01,252974.50536625102,474333.9245409269,249502.20549655028,351194.17528411344,134336.9270411217,242256.67335813018,231606.2030874422,353495.057624167,335990.2008205215,273994.6395210155,261279.81740204306,154651.42822049154,357051.4855944835,306963.049260983,169249.50695658696,426277.74436170125,212173.43884565655,136120.74727382642,149621.98899128413,203216.44211448552,131386.75995691834,157413.34612797067,251897.6859694043,187911.78424103418,191420.60153495628,104075.08454678422,127247.4831971163,325942.39838028036,295555.65183690994,113031.24937396985,169136.79766047306,183237.1096860705,154668.71221801324,95021.90248415522,85701.96405399728,250564.62155857004,112917.27386721999,310456.10915569495,126101.1910283821,93711.9109363362,123471.37337289106,187288.54205492666,,126794.21249488702,101083.70016310469,177220.2241056935,109959.83635795982,220586.62772282222,135891.64354589945,108871.01243426146,191077.98332083938
2006-12-01,252748.45908518942,473254.1892138715,248754.95634649482,350063.662204234,135002.13639136357,242539.20127682146,231475.7042178594,351497.0914146884,334675.3503021717,272222.72148534696,262462.2415760721,155228.8879761017,355554.5171049759,308140.20413089596,169417.01742953536,426474.7886919595,214769.46348259595,135632.05765759308,150082.10750147657,203101.68962532352,131861.4592660248,157766.7276051312,250870.86417671238,188207.56250348364,192409.5296583498,104328.52948512125,127522.63341878746,325740.99206730194,294104.4774737265,113307.5997923215,170281.07690405674,184567.4252998327,154965.9949474715,95313.28462218716,85840.13049620537,250775.35084160333,113210.79963252692,309914.54623201356,125972.73006323469,93982.50154951954,123825.49221673893,187280.96249757256,,126981.41656481165,101672.87995442464,178394.44151539696,110194.3007108814,221990.4639744487,136429.09618167856,109078.36899775687,191310.88573411581
2007-01-01,252494.79249929296,472362.1442798979,247808.87751620307,348887.2319964612,135353.76841643907,242775.26067303363,231431.61242754268,350025.71209745,333301.4932509488,270352.1415173494,263392.6272052609,155812.73636821684,355017.80261256144,309025.0748104749,169664.30894070666,426825.551920084,217355.56210716636,135068.0599831301,150480.70262090303,203099.22841163943,132202.22363880897,158091.63287836683,249973.22465997623,188663.5764346158,193408.75299379858,104554.43194040826,127718.75690555123,325567.9246392749,292526.32521428185,113402.49054358895,171158.71067127262,185621.2750940247,155266.75141355945,95562.04733392042,85857.725983694,250211.72221073203,113378.62284305882,309728.49451855285,125833.63824542187,94203.5041330929,124421.33976802374,188507.97779882234,,127138.09512293262,102107.64709232039,179250.6750077449,110403.19192145858,223129.4588371124,136935.27604664734,109246.44582693378,191501.70717642907
2007-02-01,252387.1750847317,471315.34387528076,246786.0867094257,348028.6003235532,135492.8506618155,242968.4144526016,231318.9861038666,348996.75133716944,332368.30850792903,269029.88687385316,264242.4709924069,156368.45906998022,355858.546938031,310149.95077207795,169885.55745663866,426856.8891075787,219884.12750110542,134502.1414142412,150857.38576184787,203180.00300082928,132552.10575474656,158447.87561560152,249002.45624660564,189120.997756704,194314.45812728605,104775.56052575953,127874.39888601152,325322.7067452856,291384.67811598,113472.57738281247,171758.40392135736,186433.71356854707,155626.2029290718,95745.21886439719,85977.53741384514,249927.56903500066,113755.45267327054,309752.7866249382,125744.98987453827,94399.84443467029,124850.54208438103,188834.8910980555,,127240.76926072815,102403.24613549882,179926.3566460188,110598.18924080604,223910.744960956,137427.93405869076,109405.55602633413,191514.49703585493
2007-03-01,252313.87820933803,469818.23465527076,245607.1269007353,347796.72929222445,135476.68005968945,243224.5530422105,231255.46988770008,348377.88967353856,331222.85750022694,268327.86483262107,265258.6758593675,156990.94219591643,356969.63406207715,311867.3960202388,170141.6176574072,427265.1769925456,222459.62218495144,133903.42270966774,151208.98804505155,203094.8674697044,132966.43685010518,158789.6238878369,248477.53455631016,189486.21735804933,194869.5505490244,104982.5763328753,128009.94058060255,325380.85874346254,290478.94637560326,113463.87423945624,172204.74592460683,187306.38661647294,156077.25267481312,95889.87865989133,86170.51342967893,249848.6785985234,114215.50400111631,309805.42363797355,125622.88117812644,94618.53671098615,125064.91444118315,188837.42027183253,,127401.74509091838,102598.17454196863,180402.59906018502,110745.79566839295,224241.5075090614,137981.151353759,109518.64307937026,191337.57297993952
2007-04-01,252449.06000164125,467900.000556018,244242.48339241394,347934.65645180835,135687.54999368827,243330.73898955167,231387.35938098095,347739.14281378704,329552.9420748128,268075.24530480424,266678.09277519304,157632.92789877998,357891.2027234148,314042.1072143805,170299.38719258772,427669.74530882604,224885.9490817871,133309.60449287627,151449.92263964278,202824.23783335544,133455.79257772735,159149.35934008998,247882.47970112492,189655.904880636,195178.23716875468,105201.86281343682,128099.30866206996,325523.57970628,289604.8573537232,113528.59436132,172858.43385707863,188323.57428964225,156493.56412019665,96043.26834255329,86398.81184496258,250335.97848892712,114805.98946216982,309612.81080797553,125485.98393390166,94915.81648783025,125128.95817096771,189056.05862801895,,127516.58686215685,102776.49619040491,181137.4678360588,110924.22114035528,224688.34768975558,138551.03690578655,109538.12024582813,191048.54513024664
2007-05-01,252282.39296657275,464909.2412338478,242466.09972382174,347871.56235373445,136072.31409861284,243532.63975934716,231780.86391361462,347006.9231009772,327481.0589272215,267756.4216451919,268143.1177631334,158326.84226751133,358312.0368364437,315977.94480603235,170375.3372252015,427843.7785692469,227270.80766184835,132598.2076969387,151683.33996360443,202359.95939687002,133941.89791441077,159456.94935129108,247444.35395827642,189673.32969853425,195408.33127965112,105316.69781150094,128142.3224896082,325586.79110550595,288843.70374321204,113505.65918029327,173460.18444658897,189534.23774624174,156893.82726984282,96247.7764291331,86595.52762218808,251043.63816433202,115163.56321092353,309258.4297309926,125325.88295750106,95274.58259379178,125248.43719648155,189595.5922733742,,127586.03513746198,103106.34345358016,181872.355729157,111017.31679051042,225429.04012281165,138934.48759007177,109538.96048182884,190679.946145265
2007-06-01,251740.00050210918,461465.0440397698,240251.7593400468,347149.7216425937,136572.29151363138,243565.3282142371,232188.48468981878,345980.4588010707,324627.647787532,266854.85745338566,269154.4127610733,158998.3605744989,358401.34061464126,317223.5604836567,170372.75255408385,427816.3938801152,229890.13316493,131931.64830603646,151840.32766161533,201755.54792930334,134378.64738966862,159665.25382108727,246744.92937113254,189562.25325878581,195747.23289713383,105355.13496265713,128137.84785678728,325377.09528473794,287233.5724484683,113471.96052769561,174035.04832916896,190881.09297005078,157198.35473361312,96515.94413434666,86758.43005960977,251943.98996286208,115398.91168350948,308573.4667102625,125180.43147743949,95588.12932680077,125589.13063189077,190049.3900645119,,127341.00952696813,103391.81612941793,182958.75900140093,111105.29593721831,226198.17859303576,139247.54774240797,109560.94983081285,190058.21273847777
2007-07-01,250707.53100280723,457056.9418781732,237588.63022110378,345802.4798418541,137018.57919691913,243616.60749460917,232489.00644925842,344587.2565738001,321239.27689943253,265338.2490077015,269684.6521227811,159577.22575560285,358409.0610327769,317800.7126114425,170192.05473911736,427054.4450036352,232541.48864826953,131129.42202367436,151994.426167955,200920.9563192289,134737.95838738722,159764.11115753718,246124.02014301872,189311.68077426148,195943.146209172,105351.05365750457,128112.72058621811,324903.3055402573,285950.84877523803,113356.15992598784,174405.51597466285,191889.6585226597,157526.77879271502,96837.2927498723,86881.70202126702,252443.7486232459,115478.09283984169,307709.3759450054,124985.83669902243,95845.72722024564,125898.66306587898,190475.50424881873,,127208.81367501609,103539.51230062905,183811.8223844012,111168.98073555912,226990.22410044618,139489.40978051125,109638.1401861784,189082.41521594228
2007-08-01,249539.22564569485,452460.38684713887,234646.4150150099,344168.7633702721,137492.8704345564,243686.56066187503,232630.42425845086,343143.29898258456,317603.53252823144,263254.2528631606,269786.7938665361,160099.2783480131,358330.95044112904,318247.53948535264,170072.101959609,426489.3325659746,235151.11634368158,130428.70495910541,152122.32792716942,200149.09184132758,135016.387850359,159800.94803016787,245605.96488819923,188994.00771885467,195938.11289460005,105425.7475931535,128057.07335477475,324332.752204432,284487.5994792083,113324.87482085793,174905.71076029752,192617.1786102853,157762.46116926314,97141.43423464894,87011.08651659671,252648.65744155602,115584.35339130698,306926.81195061636,124755.8683019083,96122.01515384593,126290.45138273858,190845.4809430476,,127125.28283821698,103665.58127965294,184547.06579468274,111323.20843030955,227743.44307137094,139833.8778434325,109729.85407767289,188790.9694776981
2007-09-01,248457.16949029,447295.7185919844,231633.71827538058,342559.9145788944,137960.29105025684,243694.7533180888,232448.09337052415,341725.2508456481,313546.73734598927,260645.82477743016,269746.91533842374,160510.25671792994,358341.5798882603,318448.62801180914,169983.54453657832,425603.4291036191,237121.27372601573,129546.34162670637,152202.83126143293,199383.20171707764,135146.79654052094,159696.37347306914,245078.19778948903,188489.71277180748,196070.29548070603,105521.66448764205,127946.9547900156,323535.8104119013,283412.8960257754,113286.23037507724,175416.83417363465,193107.9348448676,157880.9426413348,97381.34753334639,87094.97421977541,252444.697607355,115669.40827809168,306388.20129608695,124578.23730924372,96333.76276624808,126606.93182640344,191137.8878483709,,127163.45218658108,103829.04064205936,184783.28198962496,111433.84959763855,228649.68242414613,140140.11369153648,109815.59416465611,188913.03601376523
2007-10-01,247509.9882001766,441877.0472076579,228552.12585284235,341089.4360134129,138390.78169048982,243873.46430102162,232012.75071313637,340127.1330309774,309614.85706899525,258012.71306987116,269432.23246678064,160833.7701042396,358770.8937333761,317936.18714702054,170012.79895498513,425267.9501091871,238629.74806262346,128659.46928578093,152143.0894787359,198702.74333524195,135170.58224793116,159490.9477025656,244469.67161628316,187928.24821257588,196447.54956334186,105631.7621596373,127778.9732201643,322112.8436420431,282217.27803345106,113356.49199217868,175982.53643931367,193663.63662051456,157958.52516878542,97540.34963539396,87173.66838740818,252352.23417923995,115744.90045324621,305854.4782855464,124371.62565246108,96511.30894853752,126977.11560568307,191329.5507979062,,126880.19422041428,104039.87680533451,184854.88809456516,111530.02380089178,229574.7029545952,140364.3226426124,109932.73698270612,189457.46891749484
2007-11-01,246570.1277218419,436430.4408024019,225329.58137021612,339610.01756796293,138749.63065458412,244052.63364131816,231292.70357013738,338481.9191792519,304069.7379566717,254565.4817401135,268750.1429636564,161073.82073714994,359034.1300360947,316698.1565268943,169978.6121889739,424879.07152482757,239897.90866445852,127668.88522785337,152017.44247015714,197775.36805553615,135021.4797413035,159110.31751490978,243536.82097605118,187343.68863943723,197012.2011835566,105733.34102038742,127497.67237333587,319745.4183611102,281434.91156683414,113560.46993607534,176606.216548132,194155.07338259058,158057.7256968843,97687.00800217153,87205.99257884047,251890.46421440985,115734.55944800221,304918.0663258455,124032.82149810059,96532.25390870369,127395.2462714523,191497.68630321635,,126563.46403713785,104151.48574694403,184844.92930042066,111530.66665698717,230360.7317758473,140542.93458699438,109981.41295119503,189452.9105406061
2007-12-01,245332.89167933352,430591.4015675132,222061.0014974546,338106.6812332386,139080.7084892144,244149.6725378878,230449.41597043085,336832.01485195576,298053.2629863675,251132.50985138348,267827.1825587031,161229.51393853672,358818.60123851994,315205.11962940847,169922.378586008,424626.67713390593,241136.66477161483,126792.13378524988,151870.10387312807,196600.58525673402,134782.97011889194,158717.9892532675,242374.04789633476,186650.06769740372,197572.5778236227,105889.60112594336,127187.7176143097,317022.0123699699,280686.80782280164,113878.85432136268,177300.15992750903,194536.37434323397,158135.7690373334,97804.58326020806,87278.41588573222,250916.81417319563,115654.17149849428,303745.6771038854,123604.535600724,96502.00423317874,127897.32818842666,191852.49863078704,,126235.5007256192,104088.77364145913,184925.58793645818,111531.97092132218,231046.522257795,140618.6879371194,109988.85565228229,189546.85221385126
2008-01-01,243902.33821627195,424775.8697360887,218510.44624809525,336787.40318813926,138944.77843635896,244210.0078219072,229461.53147573755,335115.8617546249,290526.86959855654,247458.57507816525,266471.4790123242,161334.28860857442,358262.2936049023,313723.3162577843,169813.39356267746,424057.0364010494,241956.08221846822,125897.2646242804,151824.40898049815,195243.782103405,134386.39663686077,158127.30755183517,241050.6718275817,185893.20585902125,198536.43413024652,106092.07820181998,126908.90478281128,314667.19949632447,279615.2213342309,114094.33905360737,177941.5036084071,194784.31312750393,158094.93130840713,97846.40324371618,87388.46482872857,249324.80704094362,115479.21369731198,301735.109570702,123144.49447180645,96434.14630462458,128478.46847125703,192226.81273711644,,125892.16722451818,104059.53906032543,184894.54802371832,111497.50934986805,231591.5972402564,140703.92340680366,109940.48768479406,189630.7833486103
2008-02-01,242300.91299751177,417910.98455171386,215006.24843737998,335732.9552890314,138556.10024854555,244091.58374272822,228563.54676793292,333169.4640353403,282329.6661156986,243047.4835053226,265432.4598942869,161397.8436593809,357484.58737790975,312383.24375393084,169509.03338236304,423213.76784306485,242084.95482762335,124864.14752324366,151723.48645272868,193678.78878587155,134005.22901982648,157463.21532090407,239960.45952081002,184403.83161788518,198900.48723890606,106187.14901460607,126778.83353572845,312782.29619797395,277834.0102566451,114157.20711642639,178360.44081092533,195007.76792786596,158066.21155586923,97900.89012459926,87557.6343209485,247841.00489855543,115300.96837684419,299567.9162295312,122701.34300557042,96389.76395059742,128958.41391271126,192928.90615824153,,125402.63871644839,103952.967648005,184751.53202628854,111510.95025521835,231649.32112294188,140661.3212660128,109918.09431003011,189732.99273609556
2008-03-01,240419.43357879622,409710.42875061854,211260.54948415607,334401.71175228315,137985.6786998854,243957.01948645807,227702.2328438959,331037.1647745795,273909.34161604196,238207.09295049534,264158.5976607208,161475.47226934298,356470.38415937684,311037.7730667546,168956.38000117746,423053.5584373717,241374.2934610052,123613.60653778333,151482.57710483414,192161.55474648732,133683.4639588959,156657.45936135502,238765.4153915778,183705.44904898023,199019.69838369262,106133.77530297404,126686.39376343218,310891.5144583301,275937.2680879847,114118.74880853285,178160.12092281808,195202.3634942881,158003.96192854925,97806.43274652403,87699.29343915194,247117.52277572275,115095.50870750693,297038.0617738394,122339.38617223785,96434.85686873247,129257.72459047033,193151.79703937608,,124993.30019270985,103882.8632435734,184444.4312973792,111541.056246311,231676.96078593037,140587.78361756497,109899.21017388308,189679.19346651481
2008-04-01,238279.10191164052,400098.8737163269,207609.15833423412,332371.37592879945,137689.46420673488,243649.04475757992,226943.94052191125,329034.0296109407,266670.9919401991,232573.61879256496,262860.40686113463,161517.42235176996,355010.6061999115,309205.4495256233,168262.33873345127,423203.09765931795,240049.03366909432,122157.14193514835,151178.89216195978,190686.66161908835,133506.06637320956,155964.62536195983,237794.09872255524,182403.3465299122,198440.75317737076,105973.00966083015,126460.710625933,308596.1234304957,273905.6229536385,114030.21113991675,177808.0312566353,195235.45802102785,157960.6036670144,97815.00818206968,87824.21445690996,246777.42973007288,114941.43047575878,295083.36472190043,122025.95025509218,96514.02345739787,129328.82961212505,193017.84729442062,,124746.32391807197,103612.51409332051,183984.47202295356,111590.62236903032,231454.27144180375,140480.5853677291,109760.73294008481,189115.3453769257
2008-05-01,236017.87931126344,389868.8549579743,203685.47845726798,329610.63923029514,137478.87167044458,243133.07037671655,226096.46976787536,327307.35875875386,260726.9430039048,228162.9080120963,261038.2137106869,161473.6339827266,353503.67556587834,306794.08953401865,167616.4123313512,424412.80005731736,238349.79244869645,120734.10621717035,150892.78831541658,189375.10073982275,133381.85962722372,155300.78883044914,236025.72637575725,181945.10475066627,197941.69638884548,105855.03098305252,126148.31779757973,305566.6686533129,271538.6359368623,113900.01505441494,177610.09152285955,195104.3994678712,157769.37474122533,97849.65472414764,87937.19592327614,246211.1850506071,114842.50917470634,293537.9389148596,121772.15582370844,96675.59361545816,129323.00842778914,191875.4971309451,,124600.92478782282,103137.66597932391,183408.88625543087,111547.06275866642,231487.77957897694,140441.14254077524,109583.32909992994,188155.6559702556
2008-06-01,234067.10681744944,379934.17656851443,199873.0246904888,326780.8669029794,137290.5441419638,242427.52435439534,225262.50557953308,325773.14431490545,254316.1295291217,223855.9104486762,259048.13966069047,161258.08730727047,352049.99623708054,303999.2537402216,167147.32147159785,424821.9975384628,236382.6161969062,119345.2379724915,150636.70278453027,188179.2287338087,133214.46617807067,154603.33846163945,234036.79820702143,180437.6538147508,197391.31097363308,105747.1697843244,125753.3405263431,302011.22253876826,269008.14153765416,113775.11253144495,177832.1604659179,194803.0543072289,157464.3367698719,98042.65587674349,88098.90076049765,244800.3991645366,114829.41960915278,292261.33185185655,121483.48146235105,96824.03553777019,129385.48103247059,190566.44437056783,,124456.64916096046,102607.87818315598,182650.86783228163,111398.8004486247,231402.84015667092,140435.54400426583,109398.1521774361,186703.80327615057
2008-07-01,232085.9605772562,369871.7053767992,195978.3052421723,324072.14411339007,137135.33549345555,241491.86205816155,224278.97050718436,324050.1435424507,247434.3256535609,219369.99402955876,257005.9563197012,160893.4269330452,349865.35361355793,301275.2496800988,166690.82175846372,422291.0186359729,234347.83964102902,117942.08974900702,150170.81841352067,186883.85055290288,132925.54035756437,153769.65844443013,231908.38315250064,179458.99167607736,196723.77098100004,105645.30707629454,125339.18063351349,297888.2457644597,266079.28855005215,113588.99375194397,178078.1142377205,194564.38901013334,156921.9230991731,98131.83791634311,88294.80265131597,243015.7768738953,114785.39882340461,290747.81422699377,121202.91376278181,96886.8030987524,129472.85125481959,189222.34721237666,,124292.6396670832,102048.52548129453,181762.37631760348,111214.834494167,231381.69366564078,140434.34400161167,109330.8979287141,185388.82311893938
2008-08-01,229877.55253401274,360184.35390325263,191930.15496525238,321476.12102874805,136800.62700040542,240479.51950017028,223340.5519621497,322070.3857411275,240224.1154648955,213743.04792711124,254797.0024393977,160466.95126185872,346958.98551912705,298317.1077986232,166175.06475985734,417636.8238937627,232132.7411898976,116280.64742447005,149557.8363812952,185270.92685429528,132508.7556321521,152806.45060390656,230010.03610199457,177625.73261388775,196334.39787114938,105560.97182533592,124885.65091237712,293800.3630649323,262947.7491305916,113294.40725691908,177999.91744302158,194352.31452705362,156215.96140148301,98139.03468839759,88450.35471383203,240999.05150656155,114584.34902442375,288698.3817654113,120866.56005232023,96947.43347595031,129631.43851374986,187894.6930581605,,124078.33494847291,101607.29772389546,180781.4515829731,110959.97581045306,231561.84337928347,140480.9485791813,109331.00991242682,184107.9363597252
2008-09-01,227580.19242386133,351235.2616385463,187812.92316282375,318812.700943274,136314.77086068457,239348.3693553221,222552.3240078038,319590.6273826246,232953.13908443798,208081.4458468682,252504.4306860559,160013.36811900113,344375.0597170446,295293.3156961409,165521.99214678773,412171.65137061506,230209.73818921018,114662.46343548161,148887.71078004816,183430.58539157503,132017.17894699637,151780.5592484024,228228.59365452584,176067.04227247622,195937.07582660925,105520.97460593104,124452.25203180061,289669.0746299441,259658.22664116326,112905.88895272462,177842.218776647,194108.28764513953,155471.12683824822,98133.84990232116,88011.36732069007,239219.97598150707,114339.27772131124,286168.89146307093,120465.8029163382,96913.98466837157,129784.23475665828,186469.4386972807,,123727.08416162187,101179.22353441727,179869.3030288651,110711.10843291588,231653.0403627328,140500.7109719557,109362.10253612173,183145.66639374333
2008-10-01,225627.59475317723,343497.635563864,183648.22016407433,315991.13854027004,135736.10752988476,237986.41713262213,221929.18568598697,316907.7652966581,226052.04723929428,203113.88223810747,250174.5143956434,159550.93408414998,342932.362838057,292432.7732557213,164615.61832105718,408684.8703038962,228409.15294553223,113262.92096133907,148273.9877128705,181503.99176282051,131556.26122772114,150638.96652854336,226259.83978144018,173951.79270400899,195524.4609281338,105443.09565790732,124060.54658351596,285792.2923805168,256319.8389503027,112586.99446319115,177641.66320895214,193770.35879220476,154824.5192212709,98195.32832369382,,237270.8217129414,113992.41436375123,283514.5361854679,119942.52506341774,96887.0071707997,129982.08026272456,184909.90216940318,,123261.04128771024,100847.10029589919,178817.3283071638,110413.23145271577,231868.7302598684,140468.61805234358,109381.20716549689,182299.0147086838
2008-11-01,224006.56439443814,335996.57020348584,179553.02454404757,312993.77426486,135168.3433968956,236493.69856275478,221228.07791196016,314194.8155442279,218594.80227227916,197524.2293524732,247920.7719825956,158970.00580629194,341736.3279627271,289679.4323648685,163522.5559961849,405707.06293966697,226769.0329697421,111998.26042570826,147475.40391415442,179735.8333768832,131072.75287028597,149215.44058714167,224724.70132437817,171970.18533409762,195081.6325992823,105357.9074991502,123560.1281083336,282552.6826176576,253061.5520288401,112291.07480579305,177627.60744187425,193514.62704700194,154215.87823980185,98166.72416121066,86516.26767362836,235635.82373072745,113695.29724759265,281005.4409461108,119416.59662813856,96667.20488170483,130206.21113720327,183265.73294997224,,122722.61424542073,100625.12462044321,177777.492358509,110138.12897712528,231933.78772364475,140218.33258426367,109326.44594541304,181647.9374688177
